"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.957015750E0,-4.947212219E-1,5.147645416E0,3.979474640E0,6.525275537E0
2.966956750E0,3.778143311E-1,7.876620483E0,5.466482391E0,9.595119783E0
2.976897750E0,1.798210602E0,1.022882904E1,6.914720764E0,1.247701359E1
2.986838750E0,2.703827362E0,1.153127060E1,8.640781403E0,1.466096816E1
2.996779750E0,2.965333557E0,1.251801865E1,1.185295166E1,1.749246858E1
3.006720750E0,3.307521973E0,1.381492172E1,1.648162628E1,2.175857920E1
3.016661750E0,2.965782623E0,1.485091736E1,2.125684616E1,2.609979160E1
3.026602750E0,1.163380737E0,1.479807724E1,2.448578156E1,2.863372213E1
3.036543750E0,-1.678010559E-1,1.477233078E1,2.501014114E1,2.904749686E1
3.046484750E0,-2.983296204E-1,1.545730637E1,2.361863480E1,2.822865973E1
3.056425750E0,9.677375793E-1,1.663520691E1,2.146835632E1,2.717640425E1
3.066366750E0,2.046095123E0,1.720192841E1,1.972118958E1,2.624915550E1
3.076307750E0,2.412533112E0,1.757629990E1,1.892065430E1,2.593718938E1
3.086248750E0,2.545456696E0,1.788855057E1,1.836560852E1,2.576383449E1
3.096190750E0,2.489473114E0,1.752570511E1,1.740041565E1,2.482181058E1
3.106131750E0,2.063459015E0,1.620979156E1,1.629870667E1,2.307949403E1
3.116072750E0,1.303489380E0,1.426817917E1,1.533875290E1,2.098945835E1
3.126013750E0,6.066883850E-1,1.201850739E1,1.450363953E1,1.884590539E1
3.135954750E0,2.541714478E-1,9.802814941E0,1.362332016E1,1.678554843E1
3.145895750E0,1.778302002E-1,7.823780365E0,1.225965591E1,1.454449469E1
3.155836750E0,1.577719116E-1,6.252348175E0,1.071202423E1,1.240420142E1
3.165777750E0,2.664459229E-2,4.978347473E0,9.013955383E0,1.029738050E1
3.175718750E0,-2.281256104E-1,3.899091797E0,7.173981628E0,8.168290552E0
3.185659750E0,-4.327500916E-1,2.808310089E0,5.107379150E0,5.844587238E0
3.195600750E0,-6.066883850E-1,1.878294067E0,2.959346008E0,3.557216355E0
3.205541750E0,-5.980064392E-1,1.086440735E0,1.023721161E0,1.608095205E0
3.215482750E0,-6.176156616E-1,1.923500061E-1,-4.813989258E-1,8.063451842E-1
3.225423750E0,-5.278024292E-1,-7.153623962E-1,-1.320853271E0,1.592159580E0
3.235364750E0,-1.508862305E-1,-1.306034088E0,-1.712588654E0,2.159039506E0
3.245305750E0,2.320175171E-1,-1.671424255E0,-1.952689362E0,2.580791916E0
